,Level,Type_of_Job,Description
11,Not Applicable,Full-time,"In 2009, Riot released its debut title League of Legends and over 100 million people now play the game every month. Riot's Data Discipline builds tools to understand Riot and Player data, which may be used to delight our global audience or to inform the business for strategic decisions that create player value. Whether you are a Data Scientist casting a neural net, a Data Engineer building a hundred node parallelized data pipeline, or a Data Architect crafting data products that are more efficient and dependable, we need you. We use state-of-the-art data processing technology and have access to the latest cloud services available, but handling the potential of all this data is a tremendous and complex task. That's where you come in.As Data Scientists at Riot, we use all aspects of our technical expertise to inform decisions and develop data-powered products, including data processing, statistical modeling, machine learning, and artificial intelligence. We uncover opportunities and provide player value through data science, choosing the right datasets, algorithms, and tools for each problem. You can determine the data science approach when given a general problem and you will employ multiple technical approaches across multiple data processing environments. You help drive team direction and establish relationships with senior partners across disciplines. You help decision makers find new ways to use data science for player value. You will design systems, and build solutions at multiple points in the development cycle, from discovery through production.On our R&D team, you’ll work on an unannounced game. Your responsibilities will be to support decision making with statistical models and contribute to product development with machine learning pipelines that operate at scale. You will push the boundaries of how we use data to deliver player value, creatively combining known approaches for new results and selectively implementing the most relevant ideas from ML and AI research. E.g. you may lead the design and implementation of recommendation systems that personalize the player experience, or build models that measure and explain game health to designers. For all systems you build, you will track the performance of production models to maintain a high-quality player experience as the game changes.Required Qualifications MS or PhD in Engineering, Computer Science, Physics, Operations Research, Statistics, or a related field 5+ years data science industry experience 3+ years running predictive models in production quality live systems 2+ years hands on experience with petabyte-processing-capable technologies such as Spark or Hadoop It’s our policy to provide equal employment opportunity for all applicants and members of Riot Games, Inc. Riot Games makes reasonable accommodations for handicapped and disabled Rioters and does not unlawfully discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, handicap, veteran status, marital status, criminal history, or any other category protected by applicable federal and state law, including the City of Los Angeles’ Fair Chance Initiative for Hiring Ordinance relating to an applicant's criminal history (LAMC 189.00)."
12,Mid-Senior level,Full-time,"The Data Science team is looking for an experienced leader to build and scale our Data Science organization. You’ll focus on multiple aspects of the business to help set the vision for what we build. You’ll define the roadmap, set metrics, improve the product, retention and quantify as well as surface opportunities for us to improve. You’ll also be able to build your own team with some of the best analytics and data science talent in the market, who want to tackle challenging technical problems in unique on-demand space.  The ideal candidate has experience leading analytics teams, working with complex data, building modern architectures, and data-driven decision making. You will be a great fit if you have previously led strong analytics teams and cultures, have created a vision for a data science architecture, and have demonstrated success business impact.  The role is based in New York.  Responsibilities: Recruit and lead a high-performing team of analysts and data scientists Work with your team to develop the models that drive the success of our business and the reporting infrastructure of the company Use quantitative analysis and the presentation of data to see beyond the numbers and understand what drives our business Partner with business and product leaders to improve our product and customer experience and prioritize projects for impact Represent the analytics team in key meetings and business reviews with our leadership team Help the team use data science methods to generate and test hypotheses, which include: performing analytical deep-dives to identify problems; opportunities and actions required; collecting, processing, cleaning, and storing data from disparate sources using SQL, R, Python, or other scripting and statistical tools; automate and improve the logistics of our business using model; manage the design, execution, and analysis of A/B or multivariate testing programs; drive a rigorous testing culture through across product and operations teams  Our Ideal Candidate: 8+ years of analytics / data science experience or equivalent; 4+ years of experience managing and scaling high growth analytics / data science teams Has managed an organization of 6 or more people, has experience managing managers Skilled at running cross-functional relationships and communicating with leadership across multiple organizations An ability to write very complex SQL queries. ETL experience a plus A deep understanding of statistical analysis (e.g. hypothesis testing, experimentation, regressions) and familiarity with statistical packages, such as R or Python Proficiency in one or more analytics & visualization tools (e.g. Chartio, Mode) Inspiring leader with a driven, results-focused attitude Strong analyst who is attentive to detail and sets a high bar for work produced by the team Ability to work in a dynamic, challenging environment where decisions you make will have a large impact Strategic problem solver who simplifies problems to their core elements and finds creative solutions Get-it-done mindset. You’re not afraid of long hours, able to handle stress well, humble and scrappy! B.S., M.S., or Ph.D. in economics, applied math, statistics, physics, engineering or other quantitative fields"
13,Mid-Senior level,Full-time,"Global  Entertainment Co.  building state of the art software and algorithms to improve the way that our media company transacts; interacts with consumers and customers; and makes vital business decisions with large revenue impacts. As a Data Engineer supporting the Data Science team, you will frame, pose and translate business problems to build AI-powered solutions that directly contribute to data products. As a member of the Data Science & Engineering team, you will be designing and building scalable models & architectures upon while ML algorithms can thrive, as well as refining existing model implementations so that they automatically build context in order to perform above and beyond expectations. From creating experiments and prototyping implementations to designing new architectures, we resolve challenging and meaningful problems with compelling business use cases. Our team is committed to continuously leveraging and furthering the latest advances in ML research to transform the broader media market through our data product successes In this role you will: · Collaborate with the data science team to build future-proof frameworks and abstractions · Collaborate with product management and engineering departments to understand company needs and devise AI powered solutions · Build tools that will increase the productivity of the Data Analytics team-members developing AI-based systems · Implement models that the data science team develops into working prototypes, proof of concepts, self-supporting model ecosystems · Build data pipelines that contribute to a self-sustaining data model system · Build demos and conduct training in conjunction with data scientist to help the broader engineering organization (and/or business partners) effectively use the product · Demonstrate and apply theories through research efforts to develop new and improved products, processes, or technologies · Participate in cutting-edge research in artificial intelligence and machine learning applications · Optimize models for on-device and multi-modal intelligence Qualifications: • Experienced Data Engineer with a BS, MS or PhD in a quantitative field (CS, Engineering, Physics, etc.) • 4+ years hands-on business experience, demonstrated implementations of ML models and techniques is a plus • Advanced in Python • Experience with AWS infrastructure (AWS Certifications are a plus) • Strong knowledge of relational and distributed databases, extremely strong in SQL • Multiple Implementations that feature good memory, disk I/O, and CPU/GPU management. • Experience with Apache infrastructure • Experience with streaming data and video manipulation • Familiarity with common ML algorithms (i.e. neural networks, tree-based methods, unsupervised learning, feature engineering) • Familiarity with ML/AI frameworks, e.g,. TensorFlow, Spark, and modular/modern software design practices. • History of research publications and/or implementations of state of the art techniques hosted on open source repositories is a plus • Passionate about ML/AI and how it can improve both the media industry and the world Technologies we use: AWS, Python, Python Data Science packages, Spark, Hadoop, Apache Competitive base salaries / awesome work culture and top flight benefits  resumes sent to: jim@ingenium.agency "
14,Mid-Senior level,Full-time,"Title: Industrials Data Research Senior Analyst  Location: Portland, OR  Job Description: M Science is looking for Senior Analyst to join our data-driven research approach to covering the Industrials sector. The candidate should be entrepreneurial, creative and possess strong communication and analytical skills. The ideal candidate will have a solid functional understanding of data and statistical modeling as well as the Financial Services industry.   Responsibilities: Ability to forecast KPI’s Be able to think creatively about ways to use data Be able to answer key investor question regarding stocks and trends in the covered industry Ability to communicate data driven conclusion to a financial audience   Skills and Qualifications: Functional understanding of data analysis using Python, SQL or R is a plus Ability to identify and work with strategic data partners Responsible for forecasting KPIs and identifying key business/industry trends based on use of alternative data. Ability to manage and build a team Outstanding verbal and written communication skills Develop and maintain relationships with institutional investors Experience in working with large amounts of data and in developing actionable intelligence from the analysis Entrepreneurial spirit"
15,Mid-Senior level,Full-time,"The Data Science Manager will manage a team of statisticians in research and development of new predictive models and new analytical techniques related to insurance pure premiums, customer life time value, customer buying behaviors and related topics using internal and external data. Responsibilities Include:• Provide analytics for setting price, underwriting and products strategies. • Implement analysis and modeling tests. Develop and enhance models used in a variety of contexts within the product management structure. • Advance modeling capabilities. Work with colleagues in various departments to facilitate the application of models developed considering the regulatory and competitive contexts. Ensure models are understood, implications are appropriately assessed, implementation plans are defined, validation of results are undertaken and adjustments are made.Education and Experience:Master's degree in Statistics, Mathematics, Engineering or related field (willing to accept foreign education equivalent) and a minimum of seven (7) years’ experience in managerial role supervising predictive/advanced analytics. Alternatively, will accept Ph.D. and five years’ experience in managerial role supervising predictive/advanced analytics.Special Requirements:• Demonstrated expertise in SAS;• Demonstrated expertise in Bayesian statistics; and• Demonstrated experience in developing multivariate predictive models in an insurance environment."
16,Mid-Senior level,Full-time,"Remote Position  The Clinical Data Manager is a member of the Data Management team responsible for Data Management activities across multiple trials under the guidance of the Director, Clinical Data Management.  The Data Manager is responsible for performing all Data Management activities that are needed to ensure complete and accurate data in accordance with study goals and timelines.  They are also responsible for keeping the Clinical team informed about the status of Data Management activities as the trial progresses and is brought to lock.     Principal Responsibilities     •           Participate in protocol review ensuring all data collection activities are accounted for.  •           Develop CRFs in accordance with the protocol to collect all necessary data for the study.  •           Identify study specific database and edit check requirements with the assistance of ClinOps.  •           Facilitate database development by supporting Programming’s questions and/or validation as needed.  •           Support EDC study validation, user acceptance testing and implementation.  •           Create and maintain Data Management study documentation including but not limited to the Data Management Plan, CRF Completion Guidelines, trackers, metrics, checklists and any other documentation needed to document study processes and activities.  •           Review data from CRFs, process queries, manage discrepancies, create ad hoc listings, and perform reconciliation between different data sets.  •           Manage CDM Vendors as needed.  •           Assist with any and all audit activities including data verification and audit listings      Experience / Skills:     Bachelor’s Degree in Life Science, Nursing, related field or commensurate experience in DM 5 years’ work experience Work experience with InForm required   4 years as a Clinical Data Manager"
17,Associate,Full-time,"ROLE  We need an energetic Python Developer to work on some mission-critical programs within the Department of Defense (DoD). If you are smart, creative, and a self-starter, this job is for you.   Apply today!   RESPONSIBILITIES  Develop with Python Design, develop, and implement software applications Help build software applications for data science, analytics, and geospatial intelligence Help build high quality prediction systems Help create classification and co-occurrence algorithms using probabilistic approaches Work with Python libraries like Anaconda, NumPy, Pandas, Scipy, iPython, etc. Use iPython to create notebooks and visualizations Use AWS and its cloud services like S3 and Lambada Work with databases like MySQL, PostGres, RedShift, DynamoDB, Aurora, etc. Write clean code that is maintainable, scalable, and extensible Adhere to good programming and scripting practices Create data adaptors using pandas Contribute to data mining Help enhance data collection procedures to improve analytic systems Process, cleanse, verify data integrity Create automated anomaly detection systems Extending company’s data with third-party sources Work with libraries such as geopandas, shapely, and pysal Use machine learning techniques to build and optimize classifiers Learn and apply data warehouse techniques and technologies Help gather requirements Work in Agile environment Be part of cross-functional team on all application tiers Help consume RESTFul services   BACKGROUND  More experience the better 2+ years progressive experience 1+ years experience with Python Experience with Python libraries 1+ years experience with Linux Experience with ETL Experience with relational databases, e.g., MySQL, PostGres, etc. Preference for experience with AWS and services such as S3 and Lambada Preference for experience with Apache Spark, Airflow, HBase Possess product mindset Experience with Agile and Scrum   EDUCATION  Bachelor’s degree   LOCATION  Springfield, VA 22152   CLEARANCE  Minimum – TOP SECRET clearance Preference – TS/SCI clearance   West 4thStrategy is an Equal Opportunity/Affirmative Action (EEO/AA) employer. All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, gender, sexual orientation, ancestry, national origin, age, marital status, mental disability, physical disability, medical condition, pregnancy, political affiliation, military or veteran status, or any other basis prohibited by federal or state law.              Other Considerations:Relocation will not be offered. Selected applicants will be subject to a background investigation. Individual’s primary workstation is located in an office area. The noise level in this environment is low to moderate. Regularly required to sit for extended periods up to 80% of the time; frequently required to move about to access file cabinets and use office equipment such as PC, copier, fax, telephone, cell phone, etc. Occasionally required to reach overhead, bend, and lift objects of up to 10 lbs. Specific vision abilities required by this job include the use of computer monitor screens up to 80% of the time."
18,Mid-Senior level,Full-time,"Senior Data Engineer at a leading investment firm in Boston  undergoing a data transformation that will change the way they look at data internally. This person will lead the charge of this data transformation.     The Position Work with a development group to analyze and normalize large quantities of data in order to inform trading decisions made by the Quantitative Investment Research group Collaborate with Data Engineering team to improve data handling strategies Create new APIs for the system Verify and test developed solutions Be in charge of training the current team members on new systems that are implemented Background and Experience A bachelor’s degree in Computer Science or Computer Engineering Experience programming in Python, SQL, C#, C++, or Java Experience with Hadoop, MongoDB, Postgres Strength in evaluating, adopting, and designing databases Strength in debugging data base systems Knowledge of data architecture A detail-oriented, energetic attitude Data warehousing experience a plus  This is a full-time and permanent position located in Boston, MA."
19,Not Applicable,Full-time,"Riot's Data developers build tools to understand and delight our worldwide players using petabytes of data and state-of-the-art data processing technology. Handling the potential these data offer is a tremendous and complex task. As we continue delivering and scaling content to passionate gamers, our discipline has challenges and opportunities centered on crafting, building, and maintaining data products that support our growth. Whether you are a Data Scientist modeling game systems, a Data Engineer bringing scale and efficiency to systems, or a Data Architect organizing data in ways that make data products more player-focused and dependable, we need you to help push forward our “Player Experience First” goals.Riot Data Scientists combine their wide technical expertise across data processing, automation, machine learning (""ML""), artificial intelligence (""AI""), and experimental design to inform decisions and develop data-powered products. As a Senior Data Scientist, you’ll dive into projects that focus on cross-team goals. You’ll provide other data scientists with a north star of “what extraordinary data science should look like"". You are the lead for complex or significant technical work, where the problem requires evaluation of intangibles. You can customize methods to suit an unusual data problem and juggle technical requirements. You work at a multi-team scale, guiding product vision, technical designs, and other scientists' development across an organization. You lead by example, but you also lead by leading - you achieve results while elevating others' data science craft.As a Senior Data Scientist on the League Data Central team, you will work on a team that collaborates on multi-functional projects that range from in-game features to content design to infrastructure. In a world of high-volume and complexity, you will develop products that bring personalization, optimization, and scale to players.This role would report directly into the Data Science Manager for League of Legends.ResponsibilitiesDesign and implement data science systems (ML, AI, optimization, and statistics)Improve the scale and efficiency of data science approachesPair with data engineers to design deployments and pipelinesImprove team technical craft with peer reviews, paper reading, and tech prototypingIdentify new product opportunities and collaboratively develop them with partnersRepresent data products to non-technical partners and collaboratorsRequired QualificationsAn MS or PhD in Engineering, Computer Science, Physics, Statistics, or related field5+ years data science experience3+ years productionalizing code into live systemsProficiency in Python and SQLDesired Qualifications2+ years hands on experience with petabyte-processing-capable technologies such as Spark or HadoopExperience setting up and using with cloud infrastructure (e.g., AWS)Understand trade-offs between data infrastructure and database systemsFamiliarity with iterative development methodologies like Scrum, Agile, etc.Familiarity with Java, Scala, C++Familiarity with gitFor this role, you'll find success through craft expertise, a collaborative spirit, and decision-making that prioritizes the delight of players. We will certainly be looking at your past studies and experience, but for this role, we also look for dedicated people with a personal relationship with games. If you embody player empathy and care about the experiences of players, this could be the role for you!Our PerksWe offer medical, dental, and vision plans that cover you, your spouse/domestic partner, and children. Life insurance, parental leave, plus short-term and long-term disability coverage are also available. Riot will support your retirement benefits with a company match, and double down on your donations of time and money to non-profit charitable organizations. Balance between work and personal life is encouraged with open paid time off, and a play fund so you can broaden and deepen your personal relationship with games.It’s our policy to provide equal employment opportunity for all applicants and members of Riot Games, Inc. Riot Games makes reasonable accommodations for handicapped and disabled Rioters and does not unlawfully discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, handicap, veteran status, marital status, criminal history, or any other category protected by applicable federal and state law, including the City of Los Angeles’ Fair Chance Initiative for Hiring Ordinance relating to an applicant's criminal history (LAMC 189.00)."
20,Not Applicable,Full-time,"Riot's Data developers build tools to understand and delight our worldwide players using petabytes of data and state-of-the-art data processing technology. Handling the potential these data offer is a tremendous and complex task. As we continue delivering and scaling content to passionate gamers, our discipline has challenges and opportunities centered on crafting, building, and maintaining data products that support our growth. Whether you are a Data Scientist modeling game systems, a Data Engineer bringing scale and efficiency to systems, or a Data Architect organizing data in ways that make data products more player-focused and dependable, we need you to help push forward our “Player Experience First” goals.Riot Data Scientists combine their wide technical expertise across data processing, automation, machine learning (""ML""), artificial intelligence (""AI""), and experimental design to inform decisions and develop data-powered products.As a Data Scientist on the League Data Central team, you will work on a team that collaborates on multi-functional projects that range from in-game features to content design to infrastructure. In a world of high-volume and complexity, you will develop products that bring personalization, optimization, and scale to players.This role would report directly into the Data Science Manager for League of Legends.ResponsibilitiesDesign and implement data science systems (ML, AI, optimization, and statistics)Collaborate with data engineers to design deployments and pipelinesParticipate in peer review, paper reading, and tech prototypingIdentify new product opportunities and collaboratively develop them with partnersRepresent data products to non-technical partners and collaboratorsRequired QualificationsAn MS or PhD in Engineering, Computer Science, Physics, Statistics, or related field2+ years data science industry experience1+ years productionalizing code into live systemsProficiency in Python and SQLDesired QualificationsHands-on experience with petabyte-processing-capable technologies such as Spark or HadoopFamiliarity with iterative development methodologies like Scrum, Agile, etc.Familiarity with gitExperience collaborating with a product team to provide data solutionsFor this role, you'll find success through craft expertise, a collaborative spirit, and decision-making that prioritizes the delight of players. We will certainly be looking at your past studies and experience, but for this role, we also look for dedicated people with a personal relationship with games. If you embody player empathy and care about the experiences of players, this could be the role for you!Our PerksWe offer medical, dental, and vision plans that cover you, your spouse/domestic partner, and children. Life insurance, parental leave, plus short-term and long-term disability coverage are also available. Riot will support your retirement benefits with a company match, and double down on your donations of time and money to non-profit charitable organizations. Balance between work and personal life is encouraged with open paid time off, and a play fund so you can broaden and deepen your personal relationship with games.It’s our policy to provide equal employment opportunity for all applicants and members of Riot Games, Inc. Riot Games makes reasonable accommodations for handicapped and disabled Rioters and does not unlawfully discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or expression, national origin, age, handicap, veteran status, marital status, criminal history, or any other category protected by applicable federal and state law, including the City of Los Angeles’ Fair Chance Initiative for Hiring Ordinance relating to an applicant's criminal history (LAMC 189.00)."
